end_date,Headline,yes,pos,neg,neu,compound
2021-09-13,"In California, Republicans Struggle to Expand the Recall’s Appeal",46.54545454545455,0.198,0.198,0.603,0.0
2021-09-13,"Under G.O.P. Pressure, Tech Giants Are Empowered by Election Agency",46.54545454545455,0.0,0.196,0.804,-0.296
2021-09-13,Union Veteran Takes Over at Emily’s List as Abortion Fights Loom,46.54545454545455,0.0,0.338,0.662,-0.5574
2021-09-14,What Does the California Recall Mean for the U.S.?,45.6,0.0,0.0,1.0,0.0
2021-09-15,Newsom’s Anti-Trump Recall Strategy Offers Republicans a Warning for 2022,46.666666666666664,0.0,0.231,0.769,-0.34
2021-09-15,"What the exit polling tells us about the California electorate, and why it might be wrong.",46.666666666666664,0.0,0.171,0.829,-0.4767
2021-09-16,Where Redistricting Stands in 14 States,46.72666666666667,0.0,0.0,1.0,0.0
2021-09-17,And Then There Were 9: The Road Ahead for Pro-Impeachment House Republicans,44.5,0.0,0.0,1.0,0.0
2021-09-17,"Ohio House Republican, Calling Trump ‘a Cancer,’ Bows Out of 2022",44.5,0.0,0.0,1.0,0.0
2021-09-18,"In Orange County, the Recall’s Defeat Echoes Years of G.O.P. Erosion",47.666666666666664,0.0,0.231,0.769,-0.4588
2021-09-19,Beto O’Rourke Draws Closer to Entering Texas Governor’s Race,46.2,0.0,0.0,1.0,0.0
2021-09-19,"With Abortion Rights Under Threat, Democrats Hope to Go on Offense",46.2,0.178,0.331,0.491,-0.3612
2021-09-20,No articles found,47.111111111111114,0.0,0.524,0.476,-0.296
2021-09-21,"Trump Campaign Knew Lawyers’ Voting Machine Claims Were Baseless, Memo Shows",46.0,0.0,0.0,1.0,0.0
2021-09-21,What’s at Stake in the 2022 Races for Governor,46.0,0.0,0.0,1.0,0.0
2021-09-22,No articles found,46.333333333333336,0.0,0.524,0.476,-0.296
2021-09-23,A Guide to the Twisted Thicket of Bills in Congress,47.242000000000004,0.0,0.0,1.0,0.0
2021-09-24,"‘Stop the Steal’ Movement Races Forward, Ignoring Arizona Humiliation",46.0,0.0,0.478,0.522,-0.7506
2021-09-25,Democrats’ Spending Fight Carries High Stakes for Their Candidates,46.25,0.0,0.245,0.755,-0.3818
2021-09-26,No articles found,44.6,0.0,0.524,0.476,-0.296
2021-09-27,How an Anti-Trump Plotter in 2016 Became His Champion Against Liz Cheney,46.166666666666664,0.262,0.0,0.738,0.5994
2021-09-27,Texas Republicans propose a new congressional map that aims to protect the party’s incumbents.,46.166666666666664,0.178,0.0,0.822,0.3818
2021-09-27,"‘I was wrong’: Liz Cheney announces support for same-sex marriage, reversing a longstanding position.",46.166666666666664,0.184,0.0,0.816,0.4019
2021-09-28,How the Debt Ceiling Came to Be a Political Cudgel,43.6,0.0,0.238,0.762,-0.3612
2021-09-28,Trump Loses Case to Enforce Omarosa Manigault Newman’s N.D.A.,43.6,0.0,0.223,0.777,-0.3182
2021-09-29,No articles found,47.2,0.0,0.524,0.476,-0.296
2021-09-30,"There’s a Bipartisan Voting Rights Bill. Yes, Really.",44.395714285714284,0.31,0.0,0.69,0.4019
2021-09-30,Trump Super PAC Removes Corey Lewandowski After Sexual Harassment Claim,44.395714285714284,0.253,0.227,0.519,0.1027
2021-10-01,Biden’s Slide With Key Voters: Momentary Blip or Danger Sign?,45.7,0.0,0.274,0.726,-0.5267
2021-10-02,"Biden Throws In With Left, Leaving His Agenda in Doubt",44.5,0.0,0.217,0.783,-0.3612
2021-10-02,"Supporters of Abortion Rights, at Nationwide Marches, Try to Regain Momentum",44.5,0.225,0.0,0.775,0.4404
2021-10-03,"Democratic Voters See Many Losers in Party Schism, and One Winner: Trump",44.5,0.344,0.18,0.476,0.4767
2021-10-04,Andrew Yang Says He Left Democratic Party to Become Independent,43.125,0.231,0.0,0.769,0.4019
2021-10-05,"Democrats Lost the Most in Midwestern ‘Factory Towns,’ Report Says",44.4,0.0,0.204,0.796,-0.3182
2021-10-05,New Trump Super PAC Formed in the Wake of Misconduct Accusations,44.4,0.257,0.151,0.592,0.3818
2021-10-05,The Cocooning of Kyrsten Sinema,44.4,0.0,0.0,1.0,0.0
2021-10-06,Why Democrats See 3 Governor’s Races as a Sea Wall for Fair Elections,41.65,0.187,0.0,0.813,0.3182
2021-10-07,The Liberal Activist Who Targets Republicans With a MAGA Masquerade,45.449999999999996,0.0,0.0,1.0,0.0
2021-10-07,Trump May Run in 2024. So Might They. It’s Getting Awkward.,45.449999999999996,0.0,0.138,0.862,-0.1531
2021-10-08,‘Long Overdue’: Liberal Voters Hold Firm to Biden’s Stronger Safety Net,48.333333333333336,0.375,0.0,0.625,0.6597
2021-10-09,"52 Years in 11 Days: A Son, Facing Death, Finds His Father",46.5,0.0,0.281,0.719,-0.5994
2021-10-10,No articles found,44.0,0.0,0.524,0.476,-0.296
2021-10-11,No articles found,46.5,0.0,0.524,0.476,-0.296
2021-10-12,National Issues Dominate Ad Wars in Virginia Governor’s Race,44.285714285714285,0.0,0.421,0.579,-0.6249
2021-10-12,The Unlikely Issue Shaping the Virginia Governor’s Race: Schools,44.285714285714285,0.0,0.0,1.0,0.0
2021-10-13,The Voters Democrats Say Are Crucial to Flipping Texas,45.0,0.0,0.0,1.0,0.0
2021-10-14,"As Budget Bill Hangs in Limbo, Kyrsten Sinema Heads to Europe",43.769999999999996,0.0,0.0,1.0,0.0
2021-10-14,"At Rallies, Trump Fans Wear Their Grievances",43.769999999999996,0.0,0.294,0.706,-0.3612
2021-10-14,"In Pennsylvania Governor’s Race, Josh Shapiro Focuses on Voting Rights",43.769999999999996,0.0,0.0,1.0,0.0
2021-10-15,Illinois Democrats’ Map Aims to Grab 2 G.O.P. Seats in Congress,47.0,0.0,0.0,1.0,0.0
2021-10-15,Terry McAuliffe’s Other Obstacle in Virginia Race: Democrats’ Apathy,47.0,0.0,0.402,0.598,-0.5719
2021-10-16,Glenn Youngkin Talks About Virginia. His Base Talks About Donald Trump.,46.5,0.0,0.0,1.0,0.0
2021-10-16,"Money Floods the Race for Control of Congress, More Than a Year Early",46.5,0.0,0.0,1.0,0.0
2021-10-17,"As Trump Thunders About Last Election, Republicans Worry About the Next One",42.57142857142857,0.0,0.209,0.791,-0.4404
2021-10-18,No articles found,43.625,0.0,0.524,0.476,-0.296
2021-10-19,"In Virginia, a Test of Messages and Candidates Ahead of the Midterms",44.875,0.0,0.0,1.0,0.0
2021-10-19,What We Learned in the Latest Campaign Cash Reports,44.875,0.0,0.0,1.0,0.0
2021-10-20,A New Strategy to Persuade Voters: Listen Carefully. And Don’t Hurry.,45.8,0.143,0.0,0.857,0.128
2021-10-20,Here are the key figures Burns and Emanuel faced on the Senate Foreign Relations Committee.,45.8,0.0,0.0,1.0,0.0
2021-10-21,"Liz Cheney’s Consultants Are Given an Ultimatum: Drop Her, or Be Dropped",43.70333333333334,0.0,0.16,0.84,-0.2732
2021-10-21,"Stymied Before, Trump Finds Backing for His Own Media Venture",43.70333333333334,0.109,0.0,0.891,0.0258
2021-10-21,The Irony in Glenn Youngkin’s Push for Early Voting in Virginia,43.70333333333334,0.0,0.107,0.893,-0.0516
2021-10-22,No articles found,44.333333333333336,0.0,0.524,0.476,-0.296
2021-10-23,The Pessimistic Electorate Behind Biden’s Approval Ratings,47.51666666666667,0.292,0.236,0.472,0.1531
2021-10-24,Where Facts Were No Match for Fear,44.25,0.0,0.519,0.481,-0.6597
2021-10-25,No articles found,44.25,0.0,0.524,0.476,-0.296
2021-10-26,Biden Wanted an F.D.R. Presidency. How’s He Doing So Far?,43.857142857142854,0.0,0.0,1.0,0.0
2021-10-26,"In Virginia Governor’s Race, Biden Barely Rates a Mention",43.857142857142854,0.0,0.0,1.0,0.0
2021-10-27,G.O.P. Attack Involving Toni Morrison Novel Inflames Virginia Contest,43.333333333333336,0.185,0.25,0.565,-0.2023
2021-10-27,"In Virginia, Early Voting Has an Impact. And a Long Run.",43.333333333333336,0.0,0.0,1.0,0.0
2021-10-27,You Have Election Questions. We Have Answers.,43.333333333333336,0.0,0.0,1.0,0.0
2021-10-28,Will We See Red or Blue Mirages in Next Week’s Elections?,44.222,0.0,0.0,1.0,0.0
2021-10-29,"Adam Kinzinger, Republican Trump Critic, Won’t Seek Re-election in House",42.5,0.0,0.189,0.811,-0.2732
2021-10-29,Glenn Youngkin Was a Traditional Republican. Then He Became a Culture Warrior.,42.5,0.0,0.0,1.0,0.0
2021-10-29,Why a Changing Richmond and Its Suburbs Are Key to Virginia’s Vote,42.5,0.0,0.0,1.0,0.0
2021-10-30,"Both Parties Await Result in Virginia, and What It Bodes for the Battles Ahead",45.5,0.232,0.147,0.621,0.128
2021-10-31,"In the Final Days Before Virginia Votes, Both Sides Claim Momentum",43.166666666666664,0.0,0.0,1.0,0.0
2021-11-01,"As Youngkin Tries to Finesse Trump, McAuliffe Conjures His Comeback",44.75,0.0,0.0,1.0,0.0
2021-11-02,Election results in the Virginia governor’s race could take hours or even days.,43.25,0.0,0.0,1.0,0.0
2021-11-02,"Poll workers in New Jersey struggle to connect to the internet, causing delays.",43.25,0.0,0.161,0.839,-0.3182
2021-11-02,Polls in Virginia show G.O.P. strength. Will the forecast be more accurate this time around?,43.25,0.186,0.0,0.814,0.4939
2021-11-02,"What to watch in Tuesday’s elections: Virginia, mayor’s races and policing.",43.25,0.0,0.0,1.0,0.0
2021-11-03,Black voters in Virginia refuse to be blamed for a major Democratic defeat.,44.0,0.0,0.48,0.52,-0.8074
2021-11-03,Glenn Youngkin’s Journey From the Heights of Finance to the Top Tier of G.O.P. Politics,44.0,0.114,0.0,0.886,0.2023
2021-11-03,Here are five takeaways from the election results.,44.0,0.0,0.0,1.0,0.0
2021-11-03,"Reeling From Surprise Losses, Democrats Sound the Alarm for 2022",44.0,0.148,0.359,0.493,-0.4588
2021-11-03,Republicans Seize on Schools as a Wedge Issue to Unite the Party,44.0,0.213,0.0,0.787,0.4019
2021-11-03,"Republicans broke through in Virginia, but not for the usual reasons.",44.0,0.0,0.16,0.84,-0.2263
2021-11-03,Rough Night for Democrats Exposes the Party’s Weakness,44.0,0.0,0.417,0.583,-0.5106
2021-11-03,"Shontel Brown, a Democrat, wins an Ohio House seat in a special election.",44.0,0.416,0.0,0.584,0.7506
2021-11-03,"Terry McAuliffe concedes to Glenn Youngkin, a Republican financier, in the Virginia governor’s race.",44.0,0.0,0.0,1.0,0.0
2021-11-03,Youngkin’s Dance With Trump Was Pivotal. But Is It Repeatable?,44.0,0.0,0.0,1.0,0.0
2021-11-04,Justice Dept. Sues Texas Over Voting Restrictions,44.905,0.362,0.0,0.638,0.5267
2021-11-04,The Democratic Turnout Myth Unravels,44.905,0.0,0.0,1.0,0.0
2021-11-04,Why Biden Donors Are Frustrated: Hurt Feelings and Voting Rights Alarm,44.905,0.0,0.535,0.465,-0.8481
2021-11-05,‘I Don’t Want to Die for It’: School Board Members Face Rising Threats,42.6,0.072,0.372,0.556,-0.7506
2021-11-06,"Democrats Thought They Bottomed Out in Rural, White America. It Wasn’t the Bottom.",44.0,0.0,0.0,1.0,0.0
2021-11-07,"Republicans, Basking in Tuesday’s Victories, Diverge on What Comes Next",45.142857142857146,0.0,0.0,1.0,0.0
2021-11-08,"On Chicago’s West Side, Urgent Needs Collide With Washington Compromises",43.0,0.162,0.117,0.721,0.128
2021-11-09,Do Democrats Have a Messaging Problem?,41.166666666666664,0.0,0.403,0.597,-0.4019
2021-11-09,"Sununu to Run Again for New Hampshire Governor, Rejecting Senate Bid",41.166666666666664,0.0,0.231,0.769,-0.4588
2021-11-09,‘Free Joe Biden’: Sean Maloney on How Democrats Can Get Back on Track,41.166666666666664,0.0,0.0,1.0,0.0
2021-11-10,Three Men Charged With Running ‘Scam PACs’ That Bilked Small Donors,42.79571428571428,0.0,0.153,0.847,-0.2023
2021-11-11,Political Campaigns Can Still Target You on Facebook,43.0,0.0,0.0,1.0,0.0
2021-11-12,Menace Enters the Republican Mainstream,44.5,0.0,0.444,0.556,-0.4939
2021-11-12,Why Democrats May Have a Long Wait if They Lose Their Grip on Washington,44.5,0.0,0.184,0.816,-0.4019
2021-11-13,Chris Christie Wants the Post-Trump G.O.P. to Move Past 2020,44.0,0.0,0.0,1.0,0.0
2021-11-14,‘Ghost Guns’: Firearm Kits Bought Online Fuel Epidemic of Violence,44.4,0.0,0.313,0.687,-0.6249
2021-11-15,"Beto O’Rourke Announces Run for Texas Governor, Testing Democrats’ Strength",40.42857142857143,0.262,0.0,0.738,0.4939
2021-11-15,Republicans Gain Heavy House Edge in 2022 as Gerrymandered Maps Emerge,40.42857142857143,0.254,0.0,0.746,0.5267
2021-11-16,Want a Clue About the 2022 Midterm Elections? Look at 2 Ohio Races.,42.42857142857143,0.115,0.0,0.885,0.0772
2021-11-17,How a Cure for Gerrymandering Left U.S. Politics Ailing in New Ways,43.0,0.0,0.0,1.0,0.0
2021-11-18,Just How Bad Is It Out There for Democrats?,44.212857142857146,0.0,0.304,0.696,-0.5423
2021-11-19,Wisconsin Republicans Push to Take Over the State’s Elections,43.333333333333336,0.0,0.0,1.0,0.0
2021-11-20,"G.O.P. Is Energized, but ‘Trump Cancel Culture’ Poses a Threat",44.0,0.141,0.466,0.393,-0.714
2021-11-21,Alexandria Ocasio-Cortez on Why Democrats’ ‘Talking Points Are Not Enough’,45.0,0.0,0.0,1.0,0.0
2021-11-21,"Thanksgiving Will Cost More This Year. That Could Cost Democrats, Too.",45.0,0.0,0.0,1.0,0.0
2021-11-22,Sean Parnell Suspends G.O.P. Senate Bid in Pennsylvania,42.25,0.0,0.0,1.0,0.0
2021-11-23,Steve Bannon and a Cautionary Tale on Congressional Power,42.8,0.0,0.0,1.0,0.0
2021-11-24,No articles found,43.0,0.0,0.524,0.476,-0.296
2021-11-25,G.O.P. Cements Hold on Legislatures in Battleground States,45.0,0.0,0.278,0.722,-0.4019
2021-11-26,That ‘Team Beto’ Fund-Raising Email? It Might Not Be From Beto.,45.0,0.0,0.0,1.0,0.0
2021-11-27,Democrats Struggle to Energize Their Base as Frustrations Mount,45.0,0.215,0.368,0.417,-0.296
2021-11-27,The Disconnect Between Biden’s Popular Policies and His Unpopularity,45.0,0.259,0.0,0.741,0.4215
2021-11-28,No articles found,43.0,0.0,0.524,0.476,-0.296
2021-11-29,No articles found,41.1,0.0,0.524,0.476,-0.296
2021-11-30,Dr. Oz Says He’s Running for Senate in Pennsylvania,43.2,0.0,0.0,1.0,0.0
2021-11-30,How Much Are Latinos Shifting Right?,43.2,0.0,0.0,1.0,0.0
2021-12-01,Gov. Charlie Baker of Massachusetts Says He Won’t Run for Re-election,43.0,0.0,0.0,1.0,0.0
2021-12-01,Stacey Abrams Says She’s Running for Georgia Governor,43.0,0.0,0.0,1.0,0.0
2021-12-02,A Pollster’s Warning to Democrats: ‘We Have a Problem’,44.207499999999996,0.0,0.286,0.714,-0.34
2021-12-02,How the Politics of Abortion Are Poised to Intensify,44.207499999999996,0.2,0.0,0.8,0.25
2021-12-02,How the Suburbs Have Changed Gerrymandering,44.207499999999996,0.0,0.0,1.0,0.0
2021-12-02,Two Election Workers Targeted by Pro-Trump Media Sue for Defamation,44.207499999999996,0.0,0.0,1.0,0.0
2021-12-03,No articles found,45.0,0.0,0.524,0.476,-0.296
2021-12-04,Voting Battles of 2022 Take Shape as G.O.P. Crafts New Election Bills,42.666666666666664,0.0,0.191,0.809,-0.3818
2021-12-05,"A Chicken-Fried McGovern, Newt’s Good Ideas and the Senate Zoo: A Dole One-Liner Sampler",41.75,0.209,0.0,0.791,0.4404
2021-12-06,What Does the U.S. Owe Separated Families? A Political Quandary Deepens,44.416666666666664,0.0,0.0,1.0,0.0
2021-12-07,Joe Biden and the Political Limits of Competence,44.0,0.0,0.0,1.0,0.0
2021-12-07,Right vs. Right vs. Left: Governor’s Race Puts Georgia at Center of 2022 Drama,44.0,0.0,0.0,1.0,0.0
2021-12-08,No articles found,43.666666666666664,0.0,0.524,0.476,-0.296
2021-12-09,North Carolina Supreme Court Delays 2022 Primary Elections,45.5,0.34,0.0,0.66,0.5574
2021-12-09,The Pennsylvania Senate Candidate Running as the Anti-Dr. Oz,45.5,0.0,0.0,1.0,0.0
2021-12-10,"Echoing Trump, David Perdue Sues Over Baseless Election Claims",44.376666666666665,0.0,0.0,1.0,0.0
2021-12-11,"In Bid for Control of Elections, Trump Loyalists Face Few Obstacles",44.0,0.153,0.19,0.657,-0.128
2021-12-11,"Republicans in Texas County, in Unusual Move, Upend Primary System",44.0,0.0,0.0,1.0,0.0
2021-12-11,Some Voters Are at Odds With Their Party on Abortion,44.0,0.231,0.0,0.769,0.4019
2021-12-12,Newsom Calls for Gun Legislation Modeled on the Texas Abortion Law,46.0,0.0,0.194,0.806,-0.34
2021-12-13,No articles found,43.125,0.0,0.524,0.476,-0.296
2021-12-14,10 Senate Races to Watch in 2022,43.2,0.0,0.0,1.0,0.0
2021-12-15,No articles found,42.0,0.0,0.524,0.476,-0.296
2021-12-16,Democrats Find Urgent New Reasons to Worry About Latino Voters,42.666666666666664,0.142,0.228,0.63,-0.2732
2021-12-17,Protect Abortion Rights? Virginia Democrats’ Vacation Plans Get in the Way.,45.46,0.206,0.0,0.794,0.3818
2021-12-17,R.N.C. Is Said to Agree to Pay Up to $1.6 Million of Trump’s Personal Legal Bills,45.46,0.217,0.076,0.707,0.3818
2021-12-18,"Map by Map, G.O.P. Chips Away at Black Democrats’ Power",42.5,0.0,0.0,1.0,0.0
2021-12-19,No articles found,43.5,0.0,0.524,0.476,-0.296
2021-12-20,No articles found,43.875,0.0,0.524,0.476,-0.296
2021-12-21,"John Thune, a Likely Successor to Mitch McConnell, Weighs Retirement",41.68,0.192,0.0,0.808,0.2263
2021-12-21,"Manchin in the Middle: Is He a ‘No,’ or a ‘Not Yet’?",41.68,0.0,0.0,1.0,0.0
2021-12-22,No articles found,43.925,0.0,0.524,0.476,-0.296
2021-12-23,7 Political Wish Lists for the New Year,45.0,0.31,0.0,0.69,0.4019
2021-12-24,Democrats Say They Are Serious About State Elections. But Are They Too Late?,45.0,0.0,0.087,0.913,-0.0387
2021-12-25,No articles found,44.0,0.0,0.524,0.476,-0.296
2021-12-26,‘Magic’ Weight-Loss Pills and Covid Cures: Dr. Oz Under the Microscope,42.0,0.0,0.0,1.0,0.0
2021-12-27,No articles found,42.5,0.0,0.524,0.476,-0.296
2021-12-28,No articles found,42.5,0.0,0.524,0.476,-0.296
2021-12-29,Voting Rights and the Battle Over Elections: What to Know,43.333333333333336,0.0,0.224,0.776,-0.3818
2021-12-30,"Ungerrymandered: Michigan’s Maps, Independently Drawn, Set Up Fair Fight",41.733333333333334,0.193,0.218,0.588,-0.0772
2021-12-31,No articles found,41.75,0.0,0.524,0.476,-0.296
2022-01-01,No articles found,43.0,0.0,0.524,0.476,-0.296
2022-01-02,Left and Center-Left Both Claim Stacey Abrams. Who’s Right?,41.0,0.0,0.0,1.0,0.0
2022-01-03,"Trump Endorses Viktor Orban, Hungary’s Far-Right Prime Minister",41.0,0.255,0.0,0.745,0.34
2022-01-04,A Frazzled America Staggers Into 2022,42.333333333333336,0.0,0.0,1.0,0.0
2022-01-04,"As Midterms and 2024 Loom, Trump Political Operation Revs Up",42.333333333333336,0.0,0.174,0.826,-0.2263
2022-01-04,New Hampshire’s Top Election Official Announces Retirement,42.333333333333336,0.231,0.0,0.769,0.2023
2022-01-05,"A Year After Capitol Riot, Trump’s Hold on G.O.P. Is Unrivaled",42.666666666666664,0.0,0.286,0.714,-0.5574
2022-01-05,How Trump Kept His Grip After Jan. 6,42.666666666666664,0.0,0.0,1.0,0.0
2022-01-05,"Trump Cancels Jan. 6 Event, After Allies See It as a Distraction",42.666666666666664,0.0,0.36,0.64,-0.5423
2022-01-06,How Many Americans Support Political Violence?,43.050000000000004,0.25,0.38,0.37,-0.34
2022-01-07,Jamie Raskin’s Year of Tragedy and Trump,42.0,0.0,0.423,0.577,-0.6597
2022-01-08,5 Big Questions for the Political Year Ahead,43.0,0.0,0.0,1.0,0.0
2022-01-09,"Ron Johnson, G.O.P. Senator From Wisconsin, Will Seek Re-election",42.75,0.0,0.0,1.0,0.0
2022-01-10,No articles found,40.016666666666666,0.0,0.524,0.476,-0.296
2022-01-11,Democrats Go Hunting For Missing Voters,42.5,0.0,0.306,0.694,-0.296
2022-01-11,Nobody’s Getting Special Treatment in 2022,42.5,0.351,0.0,0.649,0.4019
2022-01-11,"The battle over voting rights and elections, explained.",42.5,0.0,0.271,0.729,-0.3818
2022-01-12,"A Voting Rights Push, as States Make Voting Harder",40.666666666666664,0.0,0.0,1.0,0.0
2022-01-12,"David McCormick, Hedge Fund Chief, Joins Pennsylvania G.O.P. Senate Fray",40.666666666666664,0.0,0.0,1.0,0.0
2022-01-12,How the Voting Rights Bills Miss the Target on Election Subversion,40.666666666666664,0.0,0.138,0.862,-0.1531
2022-01-12,Republican Gerrymander of North Carolina Maps Is Upheld in Court,40.666666666666664,0.0,0.0,1.0,0.0
2022-01-13,R.N.C. Signals a Pullout From Presidential Debates,41.916666666666664,0.0,0.0,1.0,0.0
2022-01-13,"‘Let’s Go, Brandon’ Zooms From Vulgar Meme to Campaign Ad",41.916666666666664,0.0,0.0,1.0,0.0
2022-01-14,Anti-Trump Republicans Diverge on 2022 Midterms,42.93333333333334,0.0,0.0,1.0,0.0
2022-01-14,Ohio Supreme Court Strikes Down Republican Gerrymander of Map,42.93333333333334,0.275,0.191,0.534,0.2732
2022-01-15,Frustrated Democrats Call for ‘Reset’ Ahead of Midterm Elections,42.739999999999995,0.0,0.298,0.702,-0.5267
2022-01-15,To Run or Not to Run? That’s the Midterm Question.,42.739999999999995,0.0,0.0,1.0,0.0
2022-01-15,Trump Rally Underscores G.O.P. Tension Over How to Win in 2022,42.739999999999995,0.252,0.152,0.596,0.3612
2022-01-15,"With Voting Bills Dead, Democrats Face Costly Fight to Overcome G.O.P. Curbs",42.739999999999995,0.0,0.48,0.52,-0.8074
2022-01-16,No articles found,41.0,0.0,0.524,0.476,-0.296
2022-01-17,Who Is King of Florida? Tensions Rise Between Trump and a Former Acolyte.,42.5,0.0,0.197,0.803,-0.4019
2022-01-18,No articles found,42.0,0.0,0.524,0.476,-0.296
2022-01-19,Why Trump and DeSantis Are Talking About Australia,43.0,0.0,0.0,1.0,0.0
2022-01-20,Atlanta D.A. Requests Special Grand Jury in Trump Election Inquiry,42.045,0.416,0.0,0.584,0.6908
2022-01-20,How Jan. 6 Gave the 14th Amendment New Life,42.045,0.0,0.0,1.0,0.0
2022-01-20,Massachusetts Attorney General Maura Healey Enters Governor’s Race,42.045,0.0,0.0,1.0,0.0
2022-01-21,Biden as a New F.D.R.? Try L.B.J.,44.5,0.0,0.0,1.0,0.0
2022-01-21,Texas Man Charged With Threatening to Kill Georgia Election Officials,44.5,0.0,0.586,0.414,-0.872
2022-01-21,Winning Virginia Was the Easy Part. Can Glenn Youngkin Govern?,44.5,0.441,0.0,0.559,0.743
2022-01-22,Arizona Democrats Censure Sinema After Filibuster Vote,43.0,0.0,0.0,1.0,0.0
2022-01-22,What Mattered This Week,43.0,0.0,0.0,1.0,0.0
2022-01-23,No articles found,41.8,0.0,0.524,0.476,-0.296
2022-01-24,Court Approves Special Grand Jury in Trump Election Inquiry,41.93,0.583,0.0,0.417,0.8126
2022-01-25,Alabama Redistricting Ruling Sparks Hopes for Democrats,40.0,0.318,0.0,0.682,0.4215
2022-01-25,Court Throws Out Alabama’s New Congressional Map,40.0,0.0,0.0,1.0,0.0
2022-01-25,Ro Khanna Wants to Save Silicon Valley From Itself,40.0,0.286,0.0,0.714,0.4939
2022-01-25,"With Some Voters ‘Ready to Move On,’ Democrats Search for New Message on Virus",40.0,0.0,0.0,1.0,0.0
2022-01-26,Confessions of a Liberal Heretic,42.0,0.0,0.0,1.0,0.0
2022-01-26,Judge Says States Can Investigate WinRed’s Fund-Raising Tactics,42.0,0.0,0.0,1.0,0.0
2022-01-27,Biden Gets to Name a New Supreme Court Justice,42.44,0.538,0.0,0.462,0.7906
2022-01-28,Pennsylvania Court Says State’s Mail Voting Law Is Unconstitutional,41.300000000000004,0.0,0.0,1.0,0.0
2022-01-28,The Man at the Center of Arizona’s Primary,41.300000000000004,0.0,0.0,1.0,0.0
2022-01-29,Democrats Decried Dark Money. Then They Won With It in 2020.,40.5,0.27,0.0,0.73,0.5719
2022-01-29,What Mattered This Week,40.5,0.0,0.0,1.0,0.0
2022-01-30,"Campaigning to Oversee Elections, While Denying the Last One",41.666666666666664,0.0,0.231,0.769,-0.34
2022-01-30,Trump Says He Would Consider Pardons for Jan. 6 Defendants if Elected,41.666666666666664,0.18,0.0,0.82,0.296
2022-01-31,Trump’s Grip on G.O.P. Faces New Strains,41.25,0.0,0.268,0.732,-0.296
2022-02-01,Billionaires and Big Checks Shape Battle for Congress,41.75,0.0,0.271,0.729,-0.3818
2022-02-01,DeSantis and the Media: (Not) a Love Story,41.75,0.412,0.0,0.588,0.6369
2022-02-01,Trump Entered 2022 With $122 Million in the Bank,41.75,0.0,0.0,1.0,0.0
2022-02-02,How Democrats Can Stop a Red Wave,41.333333333333336,0.0,0.306,0.694,-0.296
2022-02-02,"Trump’s Words, and Deeds, Reveal Depths of His Drive to Retain Power",41.333333333333336,0.0,0.0,1.0,0.0
2022-02-03,"‘Daddy, What’s an Originalist?’",41.53333333333333,0.0,0.0,1.0,0.0
2022-02-04,The Politics of Gloom,39.5,0.0,0.545,0.455,-0.5574
2022-02-04,"‘Trump Is Wrong,’ Pence Says of False Claim About Overturning Election",39.5,0.0,0.0,1.0,0.0
2022-02-05,Arizona’s Right Wing Sought Power to Overturn Votes. Rusty Bowers Said No.,40.0,0.0,0.167,0.833,-0.296
2022-02-06,‘Taking the Voters Out of the Equation’: How the Parties Are Killing Competition,41.625,0.149,0.243,0.608,-0.4019
2022-02-07,No articles found,43.0,0.0,0.524,0.476,-0.296
2022-02-08,Americans Are Frustrated With the Pandemic. These Polls Show How Much.,41.196666666666665,0.0,0.254,0.746,-0.5267
2022-02-08,The 1887 Law Putting American Democracy at Risk,41.196666666666665,0.0,0.231,0.769,-0.2732
2022-02-09,Censure Vote Has Republicans Battling Themselves Again,42.0,0.0,0.259,0.741,-0.2732
2022-02-09,"Dropping Indoor Mask Mandate, New York Joins Blue States Easing Covid Rules",42.0,0.154,0.0,0.846,0.25
2022-02-09,Where’s Liz Cheney? The Wyoming Republican’s Exile From Wyoming Republicans,42.0,0.0,0.0,1.0,0.0
2022-02-10,How the G.O.P.’s Censure Fight Exposes the Party’s Deeper Divide,42.333333333333336,0.0,0.339,0.661,-0.4767
2022-02-10,You Can Be Mitch McConnell for a Day,42.333333333333336,0.0,0.0,1.0,0.0
2022-02-11,How Republicans Saw Inflation Coming,42.75,0.0,0.0,1.0,0.0
2022-02-11,Republicans Who Railed About Clinton Emails Are Quiet on Trump’s Records,42.75,0.0,0.0,1.0,0.0
2022-02-11,"Top job vacancies may hurt Biden’s research agenda, which extends well beyond fighting the pandemic.",42.75,0.254,0.277,0.469,-0.3612
2022-02-12,Selling Trump: A Profitable Post-Presidency Like No Other,42.0,0.466,0.19,0.345,0.4939
2022-02-12,The Traveling Trump Show,42.0,0.0,0.0,1.0,0.0
2022-02-13,Inside McConnell’s Campaign to Take Back the Senate and Thwart Trump,42.25,0.0,0.0,1.0,0.0
2022-02-14,No articles found,38.25,0.0,0.524,0.476,-0.296
2022-02-15,"How Josh Mandel, Son of Suburban Ohio, Became a Right-Wing Warrior",41.452,0.0,0.0,1.0,0.0
2022-02-15,How One of the Most At-Risk Democrats in Congress Hangs On,41.452,0.0,0.0,1.0,0.0
2022-02-16,"For Beto O’Rourke, 2020 Still Haunts 2022",41.025,0.0,0.25,0.75,-0.25
2022-02-16,Opposition Research Goes Hyperlocal,41.025,0.0,0.0,1.0,0.0
